ID_REDFER,CODIGO_FERROVIARIO,NOMBRE,ID_DEPARTAMENTO,DEPARTAMENTO,TRAMO,SUBTRAMO,LONGITUD,ANCHO,ELECTRIFICACION,ESTADO,TITULARIDAD,ADMINISTRADOR,ES_CONCES,OBSERVACIONES,FECHA_CORTE
119,FCCA-T3,Ferrocarril del Centro,19,PASCO,La Oroya - Cerro de Pasco,Ramal La Oroya - Cerro de Pasco,38.44,EST?NDAR,NO ELECTRIFICADA,Operativo,P?blica (concesionada),Ferrovias Central Andina S.A.,1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
120,FTRAN-T3,Ferrocarril del Sur,08,CUSCO,Juliaca - Cusco,La Raya - San Pablo,20.86,EST?NDAR,NO ELECTRIFICADA,Operativo,P?blica (concesionada),Ferrocarril Trasandino S.A.,1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
121,FTRAN-T3,Ferrocarril del Sur,08,CUSCO,Juliaca - Cusco,San Pablo - Wanchaq (Cusco),128.65,EST?NDAR,NO ELECTRIFICADA,Operativo,P?blica (concesionada),Ferrocarril Trasandino S.A.,1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
122,FTRAN-T3,Ferrocarril del Sur,08,CUSCO,Juliaca - Cusco,Wanchaq - Cusco,0.45,EST?NDAR,NO ELECTRIFICADA,Operativo,P?blica (concesionada),Ferrocarril Trasandino S.A.,1,,20241231
123,FCCA-T1,Ferrocarril del Centro,07,CALLAO,Callao - La Oroya,Callao- Dv. Cajamarquilla,0.91,EST?NDAR,NO ELECTRIFICADA,Operativo,P?blica (concesionada),Ferrovias Central Andina S.A.,1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
124,FCCA-T1,Ferrocarril del Centro,15,LIMA,Callao - La Oroya,Dv. Cajamarquilla - Ticlio,21.43,EST?NDAR,NO ELECTRIFICADA,Operativo,P?blica (concesionada),Ferrovias Central Andina S.A.,1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
125,FCCA-T1,Ferrocarril del Centro,15,LIMA,Callao - La Oroya,Dv. Cajamarquilla - Ticlio,18.43,EST?NDAR,NO ELECTRIFICADA,Operativo,P?blica (concesionada),Ferrovias Central Andina S.A.,1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
126,FCCA-T2,Ferrocarril del Centro,12,JUNIN,La Oroya - Huancayo,Pachacayo (Tambo) - Sausa,2.29,EST?NDAR,NO ELECTRIFICADA,Operativo,P?blica (concesionada),Ferrovias Central Andina S.A.,1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
127,FCCA-T1,Ferrocarril del Centro,12,JUNIN,Cut Off - Huascacocha,Cut Off - Huascacocha,12.56,EST?NDAR,NO ELECTRIFICADA,Operativo,P?blica (concesionada),Ferrovias Central Andina S.A.,1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
128,FCCA-T1,Ferrocarril del Centro,15,LIMA,Callao - La Oroya,Callao- Dv. Cajamarquilla,6.06,EST?NDAR,NO ELECTRIFICADA,Operativo,P?blica (concesionada),Ferrovias Central Andina S.A.,1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
129,FML-L2,Sistema El?ctrico de Transporte Masivo - L?nea 2,15,LIMA,Mercado Santa Anita - Evitamiento,Ate - Callao,4.127,EST?NDAR,ELECTRIFICADA,Operativo,P?blica (concesionada),Sociedad Concesionaria Metro de Lima L?nea 2 S.A.,1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
130,FCCA-T1,Ferrocarril del Centro,07,CALLAO,Callao - La Oroya,Callao- Dv. Cajamarquilla,3.19,EST?NDAR,NO ELECTRIFICADA,Operativo,P?blica (concesionada),Ferrovias Central Andina S.A.,1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
131,VOTMET-C,Ferrocarril Cajamarquilla - Santa Clara,15,LIMA,Ramal Cajamarquilla - Santa Clara,Santa Clara - Cajamarquilla,0.93,EST?NDAR,NO ELECTRIFICADA,Operativo,Privada,Votorantim Metais,-1,,20241231
132,VOTMET-C,Ferrocarril Cajamarquilla - Santa Clara,15,LIMA,Ramal Cajamarquilla - Santa Clara,Santa Clara - Cajamarquilla,6.17,EST?NDAR,NO ELECTRIFICADA,Operativo,Privada,Votorantim Metais,-1,,20241231
133,FCCA-T1,Ferrocarril del Centro,15,LIMA,Callao - La Oroya,Dv. Cajamarquilla - Ticlio,76.95,EST?NDAR,NO ELECTRIFICADA,Operativo,P?blica (concesionada),Ferrovias Central Andina S.A.,1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
134,FCCA-T2,Ferrocarril del Centro,12,JUNIN,La Oroya - Huancayo,Pachacayo - Sausa,12.16,EST?NDAR,NO ELECTRIFICADA,Operativo,P?blica (concesionada),Ferrovias Central Andina S.A.,1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
135,FCCA-T3,Ferrocarril del Centro,19,PASCO,La Oroya - Cerro de Pasco,Ramal La Oroya - Cerro de Pasco,4.63,EST?NDAR,NO ELECTRIFICADA,Operativo,P?blica (concesionada),Ferrovias Central Andina S.A.,1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
136,FCCA-T3,Ferrocarril del Centro,12,JUNIN,La Oroya - Cerro de Pasco,Ramal La Oroya - Cerro de Pasco,87.93,EST?NDAR,NO ELECTRIFICADA,Operativo,P?blica (concesionada),Ferrovias Central Andina S.A.,1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
137,FCCA-T1,Ferrocarril del Centro,07,CALLAO,Callao - La Oroya,Callao- Dv. Cajamarquilla,1.87,EST?NDAR,NO ELECTRIFICADA,Operativo,P?blica (concesionada),Ferrovias Central Andina S.A.,1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
138,FCCA-T1,Ferrocarril del Centro,07,CALLAO,Callao - La Oroya,Callao- Dv. Cajamarquilla,1.49,EST?NDAR,NO ELECTRIFICADA,Operativo,P?blica (concesionada),Ferrovias Central Andina S.A.,1,,20241231
139,FCCA-T2,Ferrocarril del Centro,12,JUNIN,Callao - La Oroya,La Oroya - Pachacayo,0.48,EST?NDAR,NO ELECTRIFICADA,Operativo,P?blica (concesionada),Ferrovias Central Andina S.A.,1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
140,FHYO-HVCA,Ferrocarril Huancayo - Huancavelica,12,JUNIN,Huancayo - Huancavelica,Chilca - Huancavelica,0.26,EST?NDAR,NO ELECTRIFICADA,Operativo,P?blica,Ministerio de Transportes y Comunicaciones,0,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
141,FTRAN-T4,Ferrocarril del Sur Oriente,08,CUSCO,Cusco - Hidroel?ctrica,Wanchaq (Cusco) - Pachar,13,ANGOSTA,NO ELECTRIFICADA,Operativo,P?blica (concesionada),Ferrocarril Trasandino S.A.,1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
142,FTRAN-T4,Ferrocarril del Sur Oriente,08,CUSCO,Cusco - Hidroel?ctrica,Wanchaq (Cusco) - Pachar,0.2,ANGOSTA,NO ELECTRIFICADA,Operativo,P?blica (concesionada),Ferrocarril Trasandino S.A.,1,,20241231
143,FTRAN-T4,Ferrocarril del Sur Oriente,08,CUSCO,Cusco - Hidroel?ctrica,Wanchaq (Cusco) - Pachar,0.99,ANGOSTA,NO ELECTRIFICADA,Operativo,P?blica (concesionada),Ferrocarril Trasandino S.A.,1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
144,FTRAN-T4,Ferrocarril del Sur Oriente,08,CUSCO,Cusco - Hidroel?ctrica,Wanchaq (Cusco) - Pachar,1.85,ANGOSTA,NO ELECTRIFICADA,Operativo,P?blica (concesionada),Ferrocarril Trasandino S.A.,1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
145,FTRAN-T4,Ferrocarril del Sur Oriente,08,CUSCO,Cusco - Hidroel?ctrica,Wanchaq (Cusco) - Pachar,0.92,ANGOSTA,NO ELECTRIFICADA,Operativo,P?blica (concesionada),Ferrocarril Trasandino S.A.,1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
146,FTRAN-T4,Ferrocarril del Sur Oriente,08,CUSCO,Cusco - Hidroel?ctrica,Wanchaq (Cusco) - Pachar,1.23,ANGOSTA,NO ELECTRIFICADA,Operativo,P?blica (concesionada),Ferrocarril Trasandino S.A.,1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
147,FTRAN-T3,Ferrocarril del Sur,08,CUSCO,Juliaca - Cusco,La Raya - San Pablo,14.14,EST?NDAR,NO ELECTRIFICADA,Operativo,P?blica (concesionada),Ferrocarril Trasandino S.A.,1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
148,FTRAN-T4,Ferrocarril del Sur Oriente,08,CUSCO,Cusco - Hidroel?ctrica,Pachar - Machupicchu,0.24,ANGOSTA,NO ELECTRIFICADA,Operativo,P?blica (concesionada),Ferrocarril Trasandino S.A.,1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
149,FTRAN-T4,Ferrocarril del Sur Oriente,08,CUSCO,Cusco - Hidroel?ctrica,Wanchaq (Cusco) - Pachar,0.76,ANGOSTA,NO ELECTRIFICADA,Operativo,P?blica (concesionada),Ferrocarril Trasandino S.A.,1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
150,FTRAN-T4,Ferrocarril del Sur Oriente,08,CUSCO,Cusco - Hidroel?ctrica,Wanchaq (Cusco) - Pachar,0.32,ANGOSTA,NO ELECTRIFICADA,Operativo,P?blica (concesionada),Ferrocarril Trasandino S.A.,1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
151,FTRAN-T3,Ferrocarril del Sur,08,CUSCO,Juliaca - Cusco,La Raya - San Pablo,15.22,EST?NDAR,NO ELECTRIFICADA,Operativo,P?blica (concesionada),Ferrocarril Trasandino S.A.,1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
152,FTRAN-T1,Ferrocarril del Sur,04,AREQUIPA,Matarani - Arequipa,La Joya - Arequipa,2.22,EST?NDAR,NO ELECTRIFICADA,Operativo,P?blica (concesionada),Ferrocarril Trasandino S.A.,1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
153,FTRAN-T1,Ferrocarril del Sur,04,AREQUIPA,Arequipa - Juliaca,Juliaca -arequipa,0.22,EST?NDAR,NO ELECTRIFICADA,Operativo,P?blica (concesionada),Ferrocarril Trasandino S.A.,1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
154,FSPCC,Ferrocarril Southern Peru Copper Corporation,23,TACNA,Ilo - Toquepala,Dv. Moquegua - Toquepala,2.78,EST?NDAR,NO ELECTRIFICADA,Operativo,Privada,Southern Peru Copper Corporation,-1,,20241231
155,FTRAN-T1,Ferrocarril del Sur,04,AREQUIPA,Matarani - Arequipa,Puerto Matarani - La Joya,4.12,EST?NDAR,NO ELECTRIFICADA,Operativo,P?blica (concesionada),Ferrocarril Trasandino S.A.,1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
156,FTRAN-T1,Ferrocarril del Sur,04,AREQUIPA,Matarani - Arequipa,La Joya - Arequipa,37.91,EST?NDAR,NO ELECTRIFICADA,Operativo,P?blica (concesionada),Ferrocarril Trasandino S.A.,1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
157,FTRAN-T1,Ferrocarril del Sur,04,AREQUIPA,Matarani - Arequipa,Puerto Matarani - La Joya,2.73,EST?NDAR,NO ELECTRIFICADA,Operativo,P?blica (concesionada),Ferrocarril Trasandino S.A.,1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
158,FCME-P2,Ferrocarril Metalurgia,12,JUNIN,Patio 2:  Railway,Patios,0.214,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
159,FCME-P2,Ferrocarril Metalurgia,12,JUNIN,Patio 2:  Railway,Patios,0.128,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
160,FCME-P2,Ferrocarril Metalurgia,12,JUNIN,Patio 2:  Railway,Patios,0.18,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
161,FCME-P2,Ferrocarril Metalurgia,12,JUNIN,Patio 2:  Railway,Patios,0.124,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
162,FCME-P2,Ferrocarril Metalurgia,12,JUNIN,Patio 2:  Railway,Patios,0.08,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
163,FCME-P2,Ferrocarril Metalurgia,12,JUNIN,Patio 2:  Railway,Patios,0.544,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
164,FCME-P2,Ferrocarril Metalurgia,12,JUNIN,Patio 2:  Railway,Patios,0.092,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
165,FCME-P2,Ferrocarril Metalurgia,12,JUNIN,Patio 2:  Railway,Patios,0.089,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
166,FCME-P2,Ferrocarril Metalurgia,12,JUNIN,Patio 2:  Railway,Patios,0.291,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
167,FCME-P2,Ferrocarril Metalurgia,12,JUNIN,Patio 2:  Railway,Patios,0.1,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
168,FCME-P2,Ferrocarril Metalurgia,12,JUNIN,Patio 2:  Railway,Patios,0.097,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
169,FCME-P2,Ferrocarril Metalurgia,12,JUNIN,Patio 2:  Railway,Patios,0.12,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
170,FCME-P2,Ferrocarril Metalurgia,12,JUNIN,Patio 2:  Railway,Patios,0.226,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
171,FCME-P2,Ferrocarril Metalurgia,12,JUNIN,Patio 2:  Railway,Patios,0.549,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
172,FCME-P2,Ferrocarril Metalurgia,12,JUNIN,Patio 2:  Railway,Patios,0.303,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
173,FCME-P2,Ferrocarril Metalurgia,12,JUNIN,Patio 2:  Railway,Patios,0.279,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
174,FCME-P2,Ferrocarril Metalurgia,12,JUNIN,Patio 2:  Railway,Patios,0.317,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
175,FCME-P2,Ferrocarril Metalurgia,12,JUNIN,Patio 2:  Railway,Patios,0.186,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
176,FCME-P2,Ferrocarril Metalurgia,12,JUNIN,Patio 2:  Railway,Patios,0.106,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
177,FCME-P2,Ferrocarril Metalurgia,12,JUNIN,Patio 2:  Railway,Patios,0.172,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
178,FCME-P2,Ferrocarril Metalurgia,12,JUNIN,Patio 2:  Railway,Patios,0.136,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
179,FCME-P2,Ferrocarril Metalurgia,12,JUNIN,Patio 2:  Railway,Patios,0.349,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
180,FCME-P2,Ferrocarril Metalurgia,12,JUNIN,Patio 2:  Railway,Patios,0.162,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
181,FCME-P2,Ferrocarril Metalurgia,12,JUNIN,Patio 2:  Railway,Patios,0.238,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
182,FCME-P2,Ferrocarril Metalurgia,12,JUNIN,Patio 2:  Railway,Patios,0.315,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
183,FCME-P2,Ferrocarril Metalurgia,12,JUNIN,Patio 2:  Railway,Patios,0.278,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
184,FCME-P2,Ferrocarril Metalurgia,12,JUNIN,Patio 2:  Railway,Patios,0.269,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
185,FCME-P2,Ferrocarril Metalurgia,12,JUNIN,Patio 2:  Railway,Patios,0.256,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
186,FCME-P1,Ferrocarril Metalurgia,12,JUNIN,Patio 1:  Fundici?n,Patios,0.478,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
187,FCME-P1,Ferrocarril Metalurgia,12,JUNIN,Patio 1:  Fundici?n,Patios,0.922,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
188,FCME-P1,Ferrocarril Metalurgia,12,JUNIN,Patio 1:  Fundici?n,Patios,0.135,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
189,FCME-P1,Ferrocarril Metalurgia,12,JUNIN,Patio 1:  Fundici?n,Patios,0.651,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
190,FCME-P1,Ferrocarril Metalurgia,12,JUNIN,Patio 1:  Fundici?n,Patios,0.388,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
191,FCME-P1,Ferrocarril Metalurgia,12,JUNIN,Patio 1:  Fundici?n,Patios,0.132,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
192,FCME-P1,Ferrocarril Metalurgia,12,JUNIN,Patio 1:  Fundici?n,Patios,0.205,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
193,FCME-P1,Ferrocarril Metalurgia,12,JUNIN,Patio 1:  Fundici?n,Patios,0.169,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
194,FCME-P1,Ferrocarril Metalurgia,12,JUNIN,Patio 1:  Fundici?n,Patios,0.676,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
195,FCME-P1,Ferrocarril Metalurgia,12,JUNIN,Patio 1:  Fundici?n,Patios,0.818,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
196,FCME-P1,Ferrocarril Metalurgia,12,JUNIN,Patio 1:  Fundici?n,Patios,0.633,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
197,FCME-P1,Ferrocarril Metalurgia,12,JUNIN,Patio 1:  Fundici?n,Patios,0.648,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
198,FCME-P1,Ferrocarril Metalurgia,12,JUNIN,Patio 1:  Fundici?n,Patios,0.783,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
199,FCME-P1,Ferrocarril Metalurgia,12,JUNIN,Patio 1:  Fundici?n,Patios,0.713,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
200,FCME-P1,Ferrocarril Metalurgia,12,JUNIN,Patio 1:  Fundici?n,Patios,0.095,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
201,FCME-P1,Ferrocarril Metalurgia,12,JUNIN,Patio 1:  Fundici?n,Patios,0.127,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
202,FCME-P1,Ferrocarril Metalurgia,12,JUNIN,Patio 1:  Fundici?n,Patios,0.08,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
203,FCME-P1,Ferrocarril Metalurgia,12,JUNIN,Patio 1:  Fundici?n,Patios,0.123,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
204,FCME-P1,Ferrocarril Metalurgia,12,JUNIN,Patio 1:  Fundici?n,Patios,0.291,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
205,FCME-P1,Ferrocarril Metalurgia,12,JUNIN,Patio 1:  Fundici?n,Patios,0.319,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
206,FCME-P1,Ferrocarril Metalurgia,12,JUNIN,Patio 1:  Fundici?n,Patios,0.142,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
207,FCME-P1,Ferrocarril Metalurgia,12,JUNIN,Patio 1:  Fundici?n,Patios,0.108,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
208,FCME-P1,Ferrocarril Metalurgia,12,JUNIN,Patio 1:  Fundici?n,Patios,0.417,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
209,FCME-P1,Ferrocarril Metalurgia,12,JUNIN,Patio 1:  Fundici?n,Patios,0.105,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
210,FCME-P1,Ferrocarril Metalurgia,12,JUNIN,Patio 1:  Fundici?n,Patios,0.094,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
211,FCME-P1,Ferrocarril Metalurgia,12,JUNIN,Patio 1:  Fundici?n,Patios,0.151,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
212,FCME-P1,Ferrocarril Metalurgia,12,JUNIN,Patio 1:  Fundici?n,Patios,0.183,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
213,FCME-P1,Ferrocarril Metalurgia,12,JUNIN,Patio 1:  Fundici?n,Patios,0.432,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
214,FCME-P1,Ferrocarril Metalurgia,12,JUNIN,Patio 1:  Fundici?n,Patios,0.27,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
215,FCME-P1,Ferrocarril Metalurgia,12,JUNIN,Patio 1:  Fundici?n,Patios,0.211,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
216,FCME-P1,Ferrocarril Metalurgia,12,JUNIN,Patio 1:  Fundici?n,Patios,0.084,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
217,FCME-P1,Ferrocarril Metalurgia,12,JUNIN,Patio 1:  Fundici?n,Patios,0.22,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
218,FCME-P1,Ferrocarril Metalurgia,12,JUNIN,Patio 1:  Fundici?n,Patios,0.122,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
219,FCME-P1,Ferrocarril Metalurgia,12,JUNIN,Patio 1:  Fundici?n,Patios,0.189,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
220,FCME-P1,Ferrocarril Metalurgia,12,JUNIN,Patio 1:  Fundici?n,Patios,0.246,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
221,FCME-P1,Ferrocarril Metalurgia,12,JUNIN,Patio 1:  Fundici?n,Patios,0.321,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
222,FCME-P1,Ferrocarril Metalurgia,12,JUNIN,Patio 1:  Fundici?n,Patios,0.072,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
223,FCME-P1,Ferrocarril Metalurgia,12,JUNIN,Patio 1:  Fundici?n,Patios,0.221,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
224,FCME-P1,Ferrocarril Metalurgia,12,JUNIN,Patio 1:  Fundici?n,Patios,0.088,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
225,FCME-P1,Ferrocarril Metalurgia,12,JUNIN,Patio 1:  Fundici?n,Patios,0.14,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
226,FCME-P1,Ferrocarril Metalurgia,12,JUNIN,Patio 1:  Fundici?n,Patios,0.154,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
