ID_REDFER,CODIGO_FERROVIARIO,NOMBRE,ID_DEPARTAMENTO,DEPARTAMENTO,TRAMO,SUBTRAMO,LONGITUD,ANCHO,ELECTRIFICACION,ESTADO,TITULARIDAD,ADMINISTRADOR,ES_CONCES,OBSERVACIONES,FECHA_CORTE
227,FCME-P1,Ferrocarril Metalurgia,12,JUNIN,Patio 1:  Fundici?n,Patios,0.329,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
228,FCME-P1,Ferrocarril Metalurgia,12,JUNIN,Patio 1:  Fundici?n,Patios,0.342,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
229,FCME-P1,Ferrocarril Metalurgia,12,JUNIN,Patio 1:  Fundici?n,Patios,0.104,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
230,FCME-P1,Ferrocarril Metalurgia,12,JUNIN,Patio 1:  Fundici?n,Patios,0.154,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
231,FCME-P1,Ferrocarril Metalurgia,12,JUNIN,Patio 1:  Fundici?n,Patios,0.107,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
232,FCME-P1,Ferrocarril Metalurgia,12,JUNIN,Patio 1:  Fundici?n,Patios,0.14,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
233,FCME-P1,Ferrocarril Metalurgia,12,JUNIN,Patio 1:  Fundici?n,Patios,0.105,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
234,FCME-P1,Ferrocarril Metalurgia,12,JUNIN,Patio 1:  Fundici?n,Patios,0.149,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
235,FCME-P1,Ferrocarril Metalurgia,12,JUNIN,Patio 1:  Fundici?n,Patios,0.081,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
236,FCME-P1,Ferrocarril Metalurgia,12,JUNIN,Patio 1:  Fundici?n,Patios,0.277,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
237,FCME-P1,Ferrocarril Metalurgia,12,JUNIN,Patio 1:  Fundici?n,Patios,0.208,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
238,FCME-P1,Ferrocarril Metalurgia,12,JUNIN,Patio 1:  Fundici?n,Patios,0.095,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
239,FCME-P1,Ferrocarril Metalurgia,12,JUNIN,Patio 1:  Fundici?n,Patios,0.115,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
240,FCME-P1,Ferrocarril Metalurgia,12,JUNIN,Patio 1:  Fundici?n,Patios,0.135,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
241,FCME-P1,Ferrocarril Metalurgia,12,JUNIN,Patio 1:  Fundici?n,Patios,0.312,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
242,FCCA-T2,Ferrocarril del Centro,12,JUNIN,Callao - La Oroya,La Oroya - Pachacayo,0.62,EST?NDAR,NO ELECTRIFICADA,Operativo,P?blica (concesionada),Ferrovias Central Andina S.A.,1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
243,FCME-P3,Ferrocarril Metalurgia,12,JUNIN,Patio 3: Americano,Patios,0.396,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
244,FCME-P3,Ferrocarril Metalurgia,12,JUNIN,Patio 3: Americano,Patios,0.485,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
245,FCME-P3,Ferrocarril Metalurgia,12,JUNIN,Patio 3: Americano,Patios,0.174,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
246,FCME-P3,Ferrocarril Metalurgia,12,JUNIN,Patio 3: Americano,Patios,0.779,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
247,FCME-P3,Ferrocarril Metalurgia,12,JUNIN,Patio 4: Huaymanta,Patios,1.432,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
248,FCME-P3,Ferrocarril Metalurgia,12,JUNIN,Patio 4: Huaymanta,Patios,0.282,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
249,FCME-P3,Ferrocarril Metalurgia,12,JUNIN,Patio 4: Huaymanta,Patios,0.109,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
250,FCME-P3,Ferrocarril Metalurgia,12,JUNIN,Patio 4: Huaymanta,Patios,0.129,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
251,FCME-P3,Ferrocarril Metalurgia,12,JUNIN,Patio 4: Huaymanta,Patios,0.427,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
252,FCME-P3,Ferrocarril Metalurgia,12,JUNIN,Patio 4: Huaymanta,Patios,0.221,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
253,FCME-P3,Ferrocarril Metalurgia,12,JUNIN,Patio 4: Huaymanta,Patios,0.205,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
254,FCME-P3,Ferrocarril Metalurgia,12,JUNIN,Patio 4: Huaymanta,Patios,0.352,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
255,FCME-P3,Ferrocarril Metalurgia,12,JUNIN,Patio 4: Huaymanta,Patios,0.319,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
256,FCME-P3,Ferrocarril Metalurgia,12,JUNIN,Patio 4: Huaymanta,Patios,0.646,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
257,FCME-P3,Ferrocarril Metalurgia,12,JUNIN,Patio 4: Huaymanta,Patios,0.084,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
258,FCME-P3,Ferrocarril Metalurgia,12,JUNIN,Patio 4: Huaymanta,Patios,0.18,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
259,FCME-P3,Ferrocarril Metalurgia,12,JUNIN,Patio 4: Huaymanta,Patios,0.153,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
260,FCME-P3,Ferrocarril Metalurgia,12,JUNIN,Patio 4: Huaymanta,Patios,0.142,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
261,FCME-P3,Ferrocarril Metalurgia,12,JUNIN,Patio 4: Huaymanta,Patios,0.447,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
262,FCME-P3,Ferrocarril Metalurgia,12,JUNIN,Patio 4: Huaymanta,Patios,0.337,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
263,FCME-P3,Ferrocarril Metalurgia,12,JUNIN,Patio 4: Huaymanta,Patios,0.236,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
264,FCME-P3,Ferrocarril Metalurgia,12,JUNIN,Patio 4: Huaymanta,Patios,0.174,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
265,FCME-P3,Ferrocarril Metalurgia,12,JUNIN,Patio 4: Huaymanta,Patios,0.564,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
266,FCME-P3,Ferrocarril Metalurgia,12,JUNIN,Patio 4: Huaymanta,Patios,0.268,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
267,FCME-P3,Ferrocarril Metalurgia,12,JUNIN,Patio 4: Huaymanta,Patios,0.094,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
268,FCME-P3,Ferrocarril Metalurgia,12,JUNIN,Patio 4: Huaymanta,Patios,0.104,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
269,FCME-P3,Ferrocarril Metalurgia,12,JUNIN,Patio 4: Huaymanta,Patios,0.137,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
270,FCME-P3,Ferrocarril Metalurgia,12,JUNIN,Patio 4: Huaymanta,Patios,0.131,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
271,FCME-P3,Ferrocarril Metalurgia,12,JUNIN,Patio 4: Huaymanta,Patios,0.099,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
272,FCME-P3,Ferrocarril Metalurgia,12,JUNIN,Patio 4: Huaymanta,Patios,0.257,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
273,FCME-P3,Ferrocarril Metalurgia,12,JUNIN,Patio 4: Huaymanta,Patios,0.096,EST?NDAR, ,Operativo,Privada,Metalurgia Business S.A.,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
274,FCSP-P1,Ferrocarril Sider?rgica,02,?NCASH,Patios,Patios,2.153,EST?NDAR, ,Operativo,Privada,Sider?rgica del Per? S.A.A,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
275,FCSP-P1,Ferrocarril Sider?rgica,02,?NCASH,Patios,Patios,0.921,EST?NDAR, ,Operativo,Privada,Sider?rgica del Per? S.A.A,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
276,FCSP-P1,Ferrocarril Sider?rgica,02,?NCASH,Patios,Patios,0.163,EST?NDAR, ,Operativo,Privada,Sider?rgica del Per? S.A.A,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
277,FCSP-P1,Ferrocarril Sider?rgica,02,?NCASH,Patios,Patios,0.249,EST?NDAR, ,Operativo,Privada,Sider?rgica del Per? S.A.A,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
278,FCSP-P1,Ferrocarril Sider?rgica,02,?NCASH,Patios,Patios,0.428,EST?NDAR, ,Operativo,Privada,Sider?rgica del Per? S.A.A,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
279,FCSP-P1,Ferrocarril Sider?rgica,02,?NCASH,Patios,Patios,0.391,EST?NDAR, ,Operativo,Privada,Sider?rgica del Per? S.A.A,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
280,FCSP-P1,Ferrocarril Sider?rgica,02,?NCASH,Patios,Patios,0.312,EST?NDAR, ,Operativo,Privada,Sider?rgica del Per? S.A.A,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
281,FCSP-P1,Ferrocarril Sider?rgica,02,?NCASH,Patios,Patios,0.426,EST?NDAR, ,Operativo,Privada,Sider?rgica del Per? S.A.A,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
282,FCSP-P1,Ferrocarril Sider?rgica,02,?NCASH,Patios,Patios,0.729,EST?NDAR, ,Operativo,Privada,Sider?rgica del Per? S.A.A,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
283,FCSP-P1,Ferrocarril Sider?rgica,02,?NCASH,Patios,Patios,0.316,EST?NDAR, ,Operativo,Privada,Sider?rgica del Per? S.A.A,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
284,FCSP-P1,Ferrocarril Sider?rgica,02,?NCASH,Patios,Patios,0.438,EST?NDAR, ,Operativo,Privada,Sider?rgica del Per? S.A.A,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
285,FCSP-P1,Ferrocarril Sider?rgica,02,?NCASH,Patios,Patios,0.777,EST?NDAR, ,Operativo,Privada,Sider?rgica del Per? S.A.A,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
286,FCSP-P1,Ferrocarril Sider?rgica,02,?NCASH,Patios,Patios,0.478,EST?NDAR, ,Operativo,Privada,Sider?rgica del Per? S.A.A,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
287,FCSP-P1,Ferrocarril Sider?rgica,02,?NCASH,Patios,Patios,0.583,EST?NDAR, ,Operativo,Privada,Sider?rgica del Per? S.A.A,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
288,FCSP-P1,Ferrocarril Sider?rgica,02,?NCASH,Patios,Patios,0.238,EST?NDAR, ,Operativo,Privada,Sider?rgica del Per? S.A.A,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
289,FCSP-P1,Ferrocarril Sider?rgica,02,?NCASH,Patios,Patios,0.438,EST?NDAR, ,Operativo,Privada,Sider?rgica del Per? S.A.A,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
290,FCSP-P1,Ferrocarril Sider?rgica,02,?NCASH,Patios,Patios,0.214,EST?NDAR, ,Operativo,Privada,Sider?rgica del Per? S.A.A,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
291,FCSP-P1,Ferrocarril Sider?rgica,02,?NCASH,Patios,Patios,0.29,EST?NDAR, ,Operativo,Privada,Sider?rgica del Per? S.A.A,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
292,FCSP-P1,Ferrocarril Sider?rgica,02,?NCASH,Patios,Patios,0.122,EST?NDAR, ,Operativo,Privada,Sider?rgica del Per? S.A.A,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
293,FCSP-P1,Ferrocarril Sider?rgica,02,?NCASH,Patios,Patios,0.361,EST?NDAR, ,Operativo,Privada,Sider?rgica del Per? S.A.A,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
294,FCSP-P1,Ferrocarril Sider?rgica,02,?NCASH,Patios,Patios,0.413,EST?NDAR, ,Operativo,Privada,Sider?rgica del Per? S.A.A,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
295,FCSP-P1,Ferrocarril Sider?rgica,02,?NCASH,Patios,Patios,0.278,EST?NDAR, ,Operativo,Privada,Sider?rgica del Per? S.A.A,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
296,FCSP-P1,Ferrocarril Sider?rgica,02,?NCASH,Patios,Patios,0.382,EST?NDAR, ,Operativo,Privada,Sider?rgica del Per? S.A.A,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
297,FCSP-P1,Ferrocarril Sider?rgica,02,?NCASH,Patios,Patios,0.16,EST?NDAR, ,Operativo,Privada,Sider?rgica del Per? S.A.A,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
298,FCSP-P1,Ferrocarril Sider?rgica,02,?NCASH,Patios,Patios,0.329,EST?NDAR, ,Operativo,Privada,Sider?rgica del Per? S.A.A,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
299,FCSP-P1,Ferrocarril Sider?rgica,02,?NCASH,Patios,Patios,0.224,EST?NDAR, ,Operativo,Privada,Sider?rgica del Per? S.A.A,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
300,FCSP-P1,Ferrocarril Sider?rgica,02,?NCASH,Patios,Patios,0.39,EST?NDAR, ,Operativo,Privada,Sider?rgica del Per? S.A.A,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
301,FCSP-P1,Ferrocarril Sider?rgica,02,?NCASH,Patios,Patios,0.534,EST?NDAR, ,Operativo,Privada,Sider?rgica del Per? S.A.A,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
302,FCSP-P1,Ferrocarril Sider?rgica,02,?NCASH,Patios,Patios,0.276,EST?NDAR, ,Operativo,Privada,Sider?rgica del Per? S.A.A,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
303,FCSP-P1,Ferrocarril Sider?rgica,02,?NCASH,Patios,Patios,0.364,EST?NDAR, ,Operativo,Privada,Sider?rgica del Per? S.A.A,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
304,FCSP-P1,Ferrocarril Sider?rgica,02,?NCASH,Patios,Patios,0.173,EST?NDAR, ,Operativo,Privada,Sider?rgica del Per? S.A.A,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
305,FCSP-P1,Ferrocarril Sider?rgica,02,?NCASH,Patios,Patios,0.245,EST?NDAR, ,Operativo,Privada,Sider?rgica del Per? S.A.A,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
306,FCSP-P1,Ferrocarril Sider?rgica,02,?NCASH,Patios,Patios,0.205,EST?NDAR, ,Operativo,Privada,Sider?rgica del Per? S.A.A,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
307,FTRAN-T1,Ferrocarril del Sur,04,AREQUIPA,Arequipa - Juliaca,Arequipa - Juliaca,27.23,EST?NDAR,NO ELECTRIFICADA,Operativo,P?blica (concesionada),Ferrocarril Trasandino S.A.,1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
308,FTRAN-T1,Ferrocarril del Sur,04,AREQUIPA,Arequipa - Juliaca,Arequipa - Juliaca,48.96,EST?NDAR,NO ELECTRIFICADA,Operativo,P?blica (concesionada),Ferrocarril Trasandino S.A.,1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
309,FTRAN-T1,Ferrocarril del Sur,04,AREQUIPA,Arequipa - Juliaca,Arequipa - Juliaca,13.26,EST?NDAR,NO ELECTRIFICADA,Operativo,P?blica (concesionada),Ferrocarril Trasandino S.A.,1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
310,FSPCC,Ferrocarril Southern Peru Copper Corporation,23,TACNA,Ilo - Toquepala,Dv. Moquegua - Toquepala,21.082,EST?NDAR,NO ELECTRIFICADA,Operativo,Privada,Southern Peru Copper Corporation,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
311,FSPCC,Ferrocarril Southern Peru Copper Corp.,18,MOQUEGUA,Botiflaca - Cuajone,Botiflaca - Cuajone,15,EST?NDAR,NO ELECTRIFICADA,Operativo,Privada,Southern Peru Copper Corporation,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
312,FSPCC,Ferrocarril Southern Peru Copper Corporation,23,TACNA,Ilo - Toquepala,Dv. Moquegua - Toquepala,5.42,EST?NDAR,NO ELECTRIFICADA,Operativo,Privada,Southern Peru Copper Corporation,-1,,20241231
313,FSPCC,Ferrocarril Southern Peru Copper Corporation,23,TACNA,Ilo - Toquepala,Dv. Moquegua - Toquepala,3.1,EST?NDAR,NO ELECTRIFICADA,Operativo,Privada,Southern Peru Copper Corporation,-1,,20241231
314,FSPCC,Ferrocarril Southern Peru Copper Corporation,18,MOQUEGUA,Ilo - Toquepala,Patio Puerto - Dv. Moquegua,49.972,EST?NDAR,NO ELECTRIFICADA,Operativo,Privada,Southern Peru Copper Corporation,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
315,FSPCC,Ferrocarril Southern Peru Copper Corp.,23,TACNA,El Sargento - Cuajone,El Sargento - Cuajone,4.9,EST?NDAR,NO ELECTRIFICADA,Operativo,Privada,Southern Peru Copper Corporation,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
316,FHYO-HVCA,Ferrocarril Huancayo - Huancavelica,12,JUNIN,Huancayo - Huancavelica,Parco- Huancavelica,37.46,EST?NDAR,NO ELECTRIFICADA,Operativo,P?blica,Ministerio de Transportes y Comunicaciones,0,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
317,FCCA-T1,Ferrocarril del Centro,12,JUNIN,Callao - La Oroya,Ticlio - Cut Off,0.84,EST?NDAR,NO ELECTRIFICADA,Operativo,P?blica (concesionada),Ferrovias Central Andina S.A.,1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
318,FCCA-T1,Ferrocarril del Centro,12,JUNIN,Callao - La Oroya,Ticlio - Cut Off,4.17,EST?NDAR,NO ELECTRIFICADA,Operativo,P?blica (concesionada),Ferrovias Central Andina S.A.,1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
319,FCCA-T1,Ferrocarril del Centro,12,JUNIN,Callao - La Oroya,Ticlio - Cut Off,1.3,EST?NDAR,NO ELECTRIFICADA,Operativo,P?blica (concesionada),Ferrovias Central Andina S.A.,1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
320,FCCA-T1,Ferrocarril del Centro,12,JUNIN,Callao - La Oroya,Ticlio - Cut Off,0.65,EST?NDAR,NO ELECTRIFICADA,Operativo,P?blica (concesionada),Ferrovias Central Andina S.A.,1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
321,FCCA-T1,Ferrocarril del Centro,12,JUNIN,Callao - La Oroya,Ticlio - Cut Off,10.82,EST?NDAR,NO ELECTRIFICADA,Operativo,P?blica (concesionada),Ferrovias Central Andina S.A.,1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
322,FCCA-T1,Ferrocarril del Centro,12,JUNIN,Callao - La Oroya,Cut Off - La Oroya,0.35,EST?NDAR,NO ELECTRIFICADA,Operativo,P?blica (concesionada),Ferrovias Central Andina S.A.,1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
323,FML-L1T1,Sistema El?ctrico de Transporte Masivo - L?nea 1,15,LIMA,Villa Salvador - Miguel Grau,Villa Salvador - Atocongo,9.653,EST?NDAR,ELECTRIFICADA,Operativo,P?blica (concesionada),Tren Urbano de Lima S.A.,1,,20241231
324,FML-L1T2,Sistema El?ctrico de Transporte Masivo - L?nea 1,15,LIMA,Grau - Bay?var,Av. Grau - Bay?var (san Juan De Lurigancho),12.793749,EST?NDAR,ELECTRIFICADA,Operativo,P?blica (concesionada),Tren Urbano de Lima S.A.,1,,20241231
325,FSPCC,Ferrocarril Southern Peru Copper Corporation,18,MOQUEGUA,Ilo - Toquepala,Fundici?n de Ilo - Patio Puerto,1.4,EST?NDAR,NO ELECTRIFICADA,Operativo,Privada,Southern Peru Copper Corporation,-1,,20241231
326,FSPCC,Ferrocarril Southern Peru Copper Corp.,18,MOQUEGUA,Botiflaca - Cuajone,Botiflaca - Cuajone,0,EST?NDAR,NO ELECTRIFICADA,Operativo,Privada,Southern Peru Copper Corporation,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
327,FSPCC,Ferrocarril Southern Peru Copper Corporation,23,TACNA,Ilo - Toquepala,Dv. Moquegua - Toquepala,3.162,EST?NDAR,NO ELECTRIFICADA,Operativo,Privada,Southern Peru Copper Corporation,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
328,FSPCC,Ferrocarril Southern Peru Copper Corporation,23,TACNA,Ilo - Toquepala,Dv. Moquegua - Toquepala,0,EST?NDAR,NO ELECTRIFICADA,Operativo,Privada,Southern Peru Copper Corporation,-1,,20241231
329,FSPCC,Ferrocarril Southern Peru Copper Corporation,23,TACNA,Ilo - Toquepala,Dv. Moquegua - Toquepala,2.78,EST?NDAR,NO ELECTRIFICADA,Operativo,Privada,Southern Peru Copper Corporation,-1,,20241231
330,FSPCC,Ferrocarril Southern Peru Copper Corp.,18,MOQUEGUA,Botiflaca - Cuajone,Botiflaca - Cuajone,0,EST?NDAR,NO ELECTRIFICADA,Operativo,Privada,Southern Peru Copper Corporation,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
331,FSPCC,Ferrocarril Southern Peru Copper Corp.,18,MOQUEGUA,Milsite - Toquepala,Milsite - Toquepala,3.1,EST?NDAR,NO ELECTRIFICADA,Operativo,Privada,Southern Peru Copper Corporation,-1,"Para la longitud total de la red, considerar el valor de longitud del tramo",20241231
332,FCCA-T3,Ferrocarril del Centro,19,PASCO,La Oroya - Cerro de Pasco,Ramal La Oroya - Cerro de Pasco,39.51,EST?NDAR,NO ELECTRIFICADA,Operativo,P?blica (concesionada),Ferrovias Central Andina S.A.,1,,20241231
